"ID","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene182","MMP0162",1287.41448059049,-2.41762722683436,0.0905008382627222,-26.7138655646044,3.24846441054318e-157,2.86189714568854e-155
"gene183","MMP0163",16098.4485001358,-1.43451361331768,0.143493481137259,-9.99706468857278,1.56981213041673e-23,1.31090472691672e-22
"gene184","MMP0164",5196.11089759179,-0.933641232967549,0.23498475878972,-3.97319910353433,7.09137242914886e-05,0.00014892727318427
"gene185","MMP0165",201.126928195632,-0.0335365431677235,0.200035729486248,-0.167652765102791,0.866856458085738,0.890093868966824
"gene186","MMP0166",501.311799938009,-0.460247197537831,0.13501162230347,-3.40894502032809,0.000652146214714702,0.00121339137310169
"gene187","MMP0167",183.098975477563,-0.343900854829132,0.159919889325962,-2.15045705870997,0.0315190791591804,0.0463577775279431
"gene188","MMP0168",113.63093219937,-0.115438637451016,0.167515740247429,-0.68912113739585,0.490747039339286,0.548665154388213
"gene189","MMP0169",972.925872826368,-0.837863617383255,0.13295639803604,-6.30179239028526,2.94223103146405e-10,1.0755624641991e-09
"gene190","MMP0170",573.217722709093,-0.963913327070174,0.102750713778252,-9.38108643362237,6.52963925399519e-21,4.79384348564147e-20
"gene191","MMP0171",528.065044670532,-0.681959873915386,0.123666056025442,-5.51452755778905,3.49718109149558e-08,1.0218960337007e-07
